OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,latitude,longitude
45614,,,5222,SHANNON/AUTUMN,INT,,,,,,,,OPERATIONAL,,,,,-38.1416539994552,144.336152999495
45615,,,3622,PRINCESS/DUKE,INT,,,,,,,,OPERATIONAL,,,,,-37.7946829991958,145.031159000525
45616,,,5225,FELLMONGERS NR HITCHCOCK,POS,,,,,,,,OPERATIONAL,,,,,-38.1795849992785,144.3755909995
45617,,,3509,NAPIER NR BREWSTER,POS,,,,,,,,OPERATIONAL,,,,,-37.751171999548,144.918446000254
45618,,,2630,WRR/FITZGERALD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7990419986853,144.789324000242
45619,,,2631,WRR/BOUNDARY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8154279989278,144.809166999973
45620,,,4180,THE CIRCUIT/VALLEY CENTRAL/HAILES E,INT,,,,,,,,OPERATIONAL,,,,,-37.7052559987428,145.108827999716
45621,,,3928,STATION NR HILL,POS,,,,,,,,OPERATIONAL,,,,,-37.831823999443,145.121262000105
45622,,,3498,ELGIN/CARDIGAN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7970089990491,144.966095999872
45623,,,4888,STURT/SOUTHBANK,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8236349988107,144.967311999551
45624,,,4890,POWER/KAVANAGH,INT,,,,,,,,OPERATIONAL,,,,,-37.8245789992522,144.963749999912
45625,,,4891,CLARENDON/BALLANTYNE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8285439986995,144.958514000187
45626,,,4892,CLARENDON/YORK,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8307869990038,144.959547999828
45627,,,4893,MORAY/YORK,INT,,,,,,,,OPERATIONAL,,,,,-37.8300649986801,144.962024999923
45628,,,4894,MARKET/MORAY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8289559989221,144.961512000473
45629,,,4895,QUEENS BRIDGE/CROWN PORTE COCHERE EXIT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.820981999171,144.961391999785
45630,,,4897,YORK/FERRARS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8322119995221,144.954593999509
45631,,,4898,DORCAS/MONTAGUE,INT,,,,,,,,OPERATIONAL,,,,,-37.8351419989165,144.953157999544
45632,,,4899,DORCAS/FERRARS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.834429999503,144.955623000209
45633,,,4166,PLENTY/GREENHILLS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.692158999042,145.062929999943
45634,,,4836,BEACONSFIELD/JACKA,INT,,,,,,,,OPERATIONAL,,,,,-37.8624429994658,144.972863000022
45635,,,4837,CARLISLE/WESTBURY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8690199990618,144.995466999709
45636,,,4838,MARINE/DICKENS/MARINA ENT,INT,,,,,,,,OPERATIONAL,,,,,-37.8753409995581,144.976876999519
45637,,,4839,GLEN HUNTLY NR BROADWAY,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8821729995112,144.982175000032
45638,,,4840,GREY NR ROBE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.8633849994218,144.980895999747
45639,,,6272,MITCHELL/WILLS/MYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-36.7623349993665,144.281516999536
45640,,,2663,BAY NR LIARDET,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.8391309995429,144.941840000078
45641,,,2834,CRAIGIEBURN/BRIDGEWATER,INT,,,,,,,,OPERATIONAL,,,,,-37.5977599994488,144.930280999848
45642,,,3249,GAP/HORNE (WEST SIDE HORNE),FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.5807419990071,144.72489400009
45643,,,2569,BOORAN NR MARARA,POS,,,,,,,,OPERATIONAL,,,,,-37.8969289988706,145.036116000378
45644,,,6637,WIRRAWAY NR VALE,FLASH PX,,,,,,,,OPERATIONAL,,,,,-38.1819219994035,146.254384000473
45645,,,6638,MOE-GLENGARRY(LLOYD) NR FOWLER,FLASH PX,,,,,,,,OPERATIONAL,,,,,-38.1772259993505,146.26159499999
45646,,,6639,GEORGE NR MOORE,FLASH PX,,,,,,,,OPERATIONAL,,,,,-38.1762819990504,146.262210000419
45647,,,6289,MYRTLE/HARGREAVES,INT,,,,,,,,OPERATIONAL,,,,,-36.765314999241,144.272996000027
45648,,,2788,EDGARS/WOLSELEY (COMALCO ACCESS),INT,,,,,,,,OPERATIONAL,,,,,-37.6896679989632,145.002284000086
45649,,,7081,MONASH/LOYOLA ON RAMP/HAUL,INT,,,,,,,,OPERATIONAL,,,,,-37.8298259991788,145.01475999945
45650,,,3043,BEACH NR BAY & HIGH,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-38.0048179991046,145.081377999923
45651,,,1095,MELBOURNE NR HOSKING,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,-37.8555719994483,144.891988999719
45652,,,2451,JOHNSTON O/H LANE W BEDFORD GANTRY 01,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.7990149991995,144.984810999824
45653,,,2452,JOHNSTON O/H LANE W BUDD GANTRY 02,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.7991699994441,144.986296000393
45654,,,2453,JOHNSTON O/H LANE E BUDD GANTRY 03,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.7992239994594,144.986824999684
45655,,,2454,JOHNSTON O/H LANE E WELLINGTON 04,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.7993039993449,144.987603999788
45656,,,2455,JOHNSTON O/H LANE E GOLD GANTRY 05,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.7994749991108,144.989276000502
45657,,,3238,COOPER/NORTHERN HOSPITAL ENT,INT,,,,,,,,OPERATIONAL,,,,,-37.651076999558,145.015493999758
45658,,,6274,MITCHELL/MILLER/PYKE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-36.7693039991315,144.286174000211
45659,,,6071,GOULBURN VLY HWY NR MADELINE,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.0268149994459,145.139641999527
45660,,,6072,GOULBURN VLY HWY NR GRANT,POS,,,,,,,,OPERATIONAL,,,,,-37.0288249991867,145.143080000386
45661,,,7538,MILLERS BTW KOROROIT CK & ROSS,POS,,,,,,,,OPERATIONAL,,,,,-37.848462999236,144.845327000444
45662,,,6076,GVH (WYNDHAM) NR NIXON,FIRE W/W,,,,,,,,OPERATIONAL,,,,,-36.3761649988253,145.400331999443
45663,,,6077,GVH (WYNDHAM) / NIXON,INT,,,,,,,,OPERATIONAL,AMBU LNK,,,,-36.3769719986978,145.400164000419
45664,,,6082,GVH (WYNDHAM) / MIDLAND(HIGH),INT,,,,,,,,OPERATIONAL,SRLC,,,,-36.3810869993843,145.399307999666
45665,,,6083,GVH (WYNDHAM) / FRYERS,INT,,,,,,,,OPERATIONAL,,,,,-36.3790649993057,145.399728999629
45666,,,6085,GVH (WYNDHAM) / KNIGHT,INT,,,,,,,,OPERATIONAL,,,,,-36.3740549988901,145.400771000364
45667,,,6086,GVH (WYNDHAM) / BALACLAVA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-36.366689998945,145.402307000219
45668,,,6087,GVH (WYNDHAM) NR FRASER,POS,,,,,,,,OPERATIONAL,,,,,-36.3800119994516,145.399535000399
45669,,,6088,GVH (WYNDHAM) / SOBRAON,INT,,,,,,,,OPERATIONAL,,,,,-36.3851909987996,145.398462000513
45670,,,6400,WESTERN HWY/WIMMERA HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-36.7166379992572,142.204917999629
45671,,,2632,WESTERN NR GLENCAIRN (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,FIRE LNK,,,,-37.7708409995224,144.778962999791
45672,,,6091,MIDLAND HWY/MAUDE,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-36.3812779987001,145.400764000085
45673,,,5263,BOUNDARY/WILLIAM ANGLISS/MARWEN,INT,,,,,,,,OPERATIONAL,DUST,,,,-37.8131329989932,144.782368999644
45674,,,6257,CALDER HWY/THISTLE,INT,,,,,,,,OPERATIONAL,,,,,-36.7671209988153,144.266508999938
45675,,,5112,BROUGHAM/GHERINGHAP,INT,,,,,,,,OPERATIONAL,,,,,-38.1444999990529,144.359186000133
45676,,,5290,BOUNDARY/LOT E ACCESS,INT,,,,,,,,OPERATIONAL,,,,,-37.8112619993042,144.760291000104
45677,,,2684,SOUTH CENTRE/ANNANDALE/BELLATERRA,INT,,,,,,,,OPERATIONAL,,,,,-37.7040919992319,144.858237999745
45678,,,5199,GREAT OCEAN RD / HOYLAKE,INT,,,,,,,,OPERATIONAL,,,,,-38.3390959995239,144.309037000524
45679,,,5830,MIDLAND HWY NR STURT,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-37.5625119992959,143.85464699995
45680,,,291,STH GIPPS'D FWY/POUND,INT,,,,,,,,OPERATIONAL,VM CAP,,,,-38.0259779994669,145.248172999561
45681,,,155,EDWARD/VIEWPOINT,INT,,,,,,,,OPERATIONAL,,,,,-37.7572039989701,145.316421000263
45682,,,2749,SHARPS/SCHIAVELLO ENT,INT,,,,,,,,OPERATIONAL,,,,,-37.7083229993452,144.880254000278
45683,,,2179,SYDNEY RD/KINGSWOOD,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,-37.5919139991976,144.942488000399
45684,,,3968,CUMBERLAND/O'HEA,INT,,,,,,,,OPERATIONAL,,,,,-37.7347399995476,144.937888000378
45685,,,1341,THAXTED NR HADLOW,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8461519994157,145.236174999456
45686,,,1510,BRIDGE INN/BASSETTS,INT,,,,,,,,OPERATIONAL,,,,,-37.6027739989821,145.11359200024
45687,,,4653,GRANGE/WINGROVE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,-37.7790089991729,145.025107999955
45688,,,3116,NICHOLSON NR PARK,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.7799239993324,144.978196000425
45689,,,3979,RIVERSDALE/FAIRHOLM,INT,,,,,,,,OPERATIONAL,,,,,-37.831644998744,145.059148999901
45690,,,5239,HEATHS/WERRIBEE PLAZA/GLENDALE CRT,INT,,,,,,,,OPERATIONAL,DUST,,,,-37.8771929986867,144.678828999505
45691,,,3916,ELGAR/UGANDA,INT,,,,,,,,OPERATIONAL,,,,,-37.8443579989021,145.109934000516
45692,,,5959,GLENELG HWY/ALFRED,INT,,,,,,,,OPERATIONAL,,,,,-37.5861119992405,143.834207000552
45693,,,2652,BOUNDARY RD / EAST OF MT DERRIMUT RD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8125889991364,144.775916000066
45694,,,5200,FYANS/SWANSTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TELECOM",,,,-38.1638119992985,144.361614000146
45695,,,5227,BARWON HEADS/BREAKWATER,INT,,,,,,,,OPERATIONAL,,,,,-38.1808009986627,144.353957999774
45696,,,6678,BASS HWY/DONMIX SANDS/INCITEC PIVOT ENTR,INT,,,,,,,,OPERATIONAL,DIDO,,,,-38.4228129987974,145.516692000078
45697,,,6265,MCIVOR HWY NR VINE,POS,,,,,,,,OPERATIONAL,,,,,-36.7620689993201,144.272129000202
45698,,,4414,LYGON NR LYTTON,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7941449988107,144.968069999565
45699,,,3697,WARRIGAL/KEYS/CORPORATE,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.9498409992164,145.077350999778
45700,,,544,BLACKBURN NR MATTHEW,POS,,,,,,,,OPERATIONAL,,,,,-37.8738099991824,145.148118000487
45701,,,3245,SETTLEMENT/BRAND,INT,,,,,,,,OPERATIONAL,,,,,-37.6938979992188,145.033944000549
45702,,,7047,SWALLOW/LIGHT RAIL CROSSING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8376889990346,144.936282999462
45703,,,6675,MORWELL-TRARALGON/ALEXANDER TRAMWAY,INT,,,,,,,,OPERATIONAL,"ASB WARN,DUST",,,,-38.2333789993564,146.438686999551
45704,,,6680,STH GIPPS'D HWY (BLAIR) NR CHURCH,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-38.4772069992875,145.946639000143
45705,,,6688,PHE/GREY          TRARALGON,INT,,,,,,,,OPERATIONAL,DIDO,,,,-38.1945219988183,146.542188999967
45706,,,6690,SEYMOUR/FRANKLIN,INT,,,,,,,,OPERATIONAL,,,,,-38.196244998967,146.537984999832
45707,,,6691,PHE NR LAFAYETTE,POS,,,,,,,,OPERATIONAL,"ASB WARN,PELICAN",,,,-38.2018319995017,146.524109000165
45708,,,6693,TRARALGON CREEK/BARTONS,INT,,,,,,,,OPERATIONAL,,,,,-38.2497529986935,146.551173999773
45709,,,6695,PHE/LIDDIARD     TRARALGON,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN",,,,-38.1923189990857,146.552412999665
45710,,,6696,HYLAND NR DUNBAR,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-38.2006409989122,146.535185999621
45711,,,6811,LIEBIG NR LAVA,POS,,,,,,,,OPERATIONAL,,,,,-38.3815249988006,142.485219999739
45712,,,6812,PHW/BANYAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.3818749994703,142.488010000047
45713,,,6813,PHW (RAGLAN ) / KING / HENNA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.3763819987869,142.479896000011
45714,,,6285,CALDER(DON)/BARNARD,INT,,,,,,,,OPERATIONAL,,,,,-36.7583919990583,144.268087000014
45715,,,6287,MCIVOR/POWELLS/RESERVOIR,INT,,,,,,,,OPERATIONAL,"SAFECAM,SRLC",,,,-36.7595709990178,144.317429000152
45716,,,5068,CORIO-WAURN(SETTLEMENT/TORQUAY/SURFCOAST,INT,,,,,,,,OPERATIONAL,"SAFECAM,SRLC",,,,-38.1824329992829,144.344738999743
45717,,,5069,CORIO-WAURN PONDS (SETTLEMENT/BREAKWATER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1807499991616,144.350447999773
45718,,,5007,CORIO-WAURN/BACCHUS MARSH/COX/ST GEORGES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0841689992628,144.358673999792
45719,,,5008,CORIO-WAURN PONDS NR BELLBIRD,POS,,,,,,,,OPERATIONAL,,,,,-38.0873009987096,144.357171999445
45720,,,5009,CORIO-WAURN PONDS / SPARKS,INT,,,,,,,,OPERATIONAL,SRLC,,,,-38.0914349990327,144.356365999583
45721,,,5011,CORIO-WAURN POND/NTH SHORE/THE BOULEVARD,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK,SRLC",,,,-38.0987899987265,144.355019999719
45722,,,5012,STATION LAKE NR WAVERLEY,POS,,,,,,,,OPERATIONAL,,,,,-38.0237439995389,144.408713000185
45723,,,5013,CORIO-WAURN PONDS / MACKEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1149809988249,144.354598999567
45724,,,5014,CORIO-WAURN PONDS / VICTORIA,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,-38.123160999419,144.352801000027
45725,,,5015,CORIO-WAURN PONDS / BELL,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN",,,,-38.1276119991148,144.351880000462
45726,,,5016,CORIO-WAURN PONDS RD / MIDLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1334259989052,144.35091600039
45727,,,5017,CORIO-WAURN PONDS ( LATROBE ) / GORDON,INT,,,,,,,,OPERATIONAL,,,,,-38.1444349987878,144.353338999835
45728,,,5018,CORIO-WAURN PONDS(LATROBE/RYRIE/ABERDEEN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1474369993916,144.352753999863
45729,,,5020,CORIO-WAURN PONDS ( LATROBE )/ MCKILLOP,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,-38.1517249995142,144.351972999625
45730,,,5021,CORIO-WAURN PONDS(LATROBE)/KILGOUR/NOBLE,INT,,,,,,,,OPERATIONAL,,,,,-38.1546199992459,144.351252000514
45731,,,5023,CORIO-WAURN PONDS(LATROBE/FYANS/W. FYANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-38.1605259993918,144.350300000487
45732,,,5024,COX NR NEVADA,POS,,,,,,,,OPERATIONAL,,,,,-38.0835269986782,144.353117999471
45733,,,5025,THOMPSON/BOULEVARD,INT,,,,,,,,OPERATIONAL,,,,,-38.0950749986781,144.346458999873
45734,,,5028,THOMPSON NR SPARKS,POS,,,,,,,,OPERATIONAL,,,,,-38.0906939993076,144.347300000299
45735,,,5030,PHW (MURRAY) NR WOOD,POS,,,,,,,,OPERATIONAL,DIDO,,,,-38.3375719991655,143.598428999643
45736,,,5032,PHW (MURRAY)/GELLIBRAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,WCHAIR",,,,-38.3397099987738,143.587055999444
45737,,,5033,PHW (MURRAY)/CORANGAMITE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.3397879990639,143.584397999601
45738,,,5034,PHW (MURRAY) NR MCLENNAN,POS,,,,,,,,OPERATIONAL,DIDO,,,,-38.3366189989512,143.56708800026
45739,,,2044,DUNLOP NEAR FRANCIS,POS,,,,,,,,OPERATIONAL,,,,,-37.8676829989306,145.064943000374
45740,,,6445,STURT(DEAKIN)/ELEVENTH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-34.1895859988754,142.157426999977
45741,,,6447,STURT(DEAKIN)/THIRTEENTH,INT,,,,,,,,OPERATIONAL,,,,,-34.1925259994586,142.153868000224
45742,,,6449,STURT(DEAKIN)/FOURTEENTH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-34.1982299992334,142.146983000446
45743,,,6450,CALDER/SAN MATEO,INT,,,,,,,,OPERATIONAL,"DUST,SRLC",,,,-34.2109909993863,142.141365999865
45744,,,6615,DROUIN-WARRAGUL NR LATROBE,POS,,,,,,,,OPERATIONAL,"ASB WARN,PELICAN",,,,-38.1598009992448,145.922886999584
45745,,,6630,PHE NR CONTINGENT,POS,,,,,,,,OPERATIONAL,"ASB WARN,PELICAN",,,,-38.2075519992874,146.155185999442
45746,,,502,CLYDE/CENTRE,INT,,,,,,,,OPERATIONAL,,,,,-38.0513809994336,145.339991000315
45747,,,5940,MT BAINBRIDGE NR STEWART,POS,,,,,,,,OPERATIONAL,,,,,-37.7337439992996,142.013460999426
45748,,,2785,HIGH NR COULSTOCK,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-37.6503469988399,145.024678000353
45749,,,2633,TILBURN/FITZGERALD/FORREST,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.7816849995554,144.791679000256
45750,,,4479,MACAULAY NR HAINES,POS,,,,,,,,OPERATIONAL,,,,,-37.7993019987269,144.943152999794
45751,,,2058,MAIN ROAD WEST NR PENNELL,POS,,,,,,,,OPERATIONAL,,,,,-37.7434769986972,144.79321300051
45752,,,5031,PIONEER/WAURNVALE S C WEST ENT,INT,,,,,,,,OPERATIONAL,,,,,-38.1974969994052,144.319321000098
45753,,,5036,MERCER/RAILWAY,INT,,,,,,,,OPERATIONAL,,,,,-38.1455849988475,144.357417000292
45754,,,4211,MARIBYRNONG BTN LENNOX & BOWEN,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7708819990058,144.908501999509
45755,,,4425,GRATTAN/BOUVERIE,INT,,,,,,,,OPERATIONAL,,,,,-37.8002689988464,144.962504999827
45756,,,2657,HIGH NR PALMERSTON & ALEXANDRA,POS,,,,,,,,OPERATIONAL,,,,,-37.6832989994538,144.58189199954
45757,,,980,OBAN/NTH RINGWOOD SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,-37.793952999513,145.236576000005
45758,,,2939,RACECOURSE/NEWMARKET,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7880479992013,144.928459000352
45759,,,5113,WESTERN BEACH/GHERINGHAP,INT,,,,,,,,OPERATIONAL,,,,,-38.1427579987596,144.359920999544
45760,,,6815,PHW (RAGLAN PDE) / FAIRY/JAMIESON,INT,,,,,,,,OPERATIONAL,,,,,-38.3781339992723,142.481629999463
45761,,,6816,PERTOBE NR PARK ENT,POS,,,,,,,,OPERATIONAL,,,,,-38.3932679987519,142.479627000445
45762,,,6817,PHW(RAGLAN)/KEPLER,INT,,,,,,,,OPERATIONAL,,,,,-38.379824998951,142.483421000573
45763,,,6818,PHW(RAGLAN)/LIEBIG,INT,,,,,,,,OPERATIONAL,,,,,-38.380847998667,142.485709999812
45764,,,6819,PHW(RAGLAN PDE)/CARAMUT/WALSH,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN",,,,-38.3643939986699,142.459616999756
45765,,,6820,PHW/K-MART ENTRANCE,INT,,,,,,,,OPERATIONAL,,,,,-38.3834549987757,142.519225000182
45766,,,6821,PHW/SIMPSON/GLENROWE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.3846639988489,142.512350000403
45767,,,6824,PERCY/HENTY,INT,,,,,,,,OPERATIONAL,,,,,-38.346322999253,141.603725000453
45768,,,6825,CAPE NELSON/MUST,INT,,,,,,,,OPERATIONAL,,,,,-38.3598549987712,141.605423000401
45769,,,4593,SPRING/BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8113599995115,144.973045999461
45770,,,4594,BOURKE/EXHIBITION,INT,,,,,,,,OPERATIONAL,"MICROCEL,TRAM PRI",,,,-37.8120869987659,144.970564000365
45771,,,4595,RUSSELL/BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8128079991192,144.968102999559
45772,,,4597,ELIZABETH/BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8142479993947,144.963158999614
45773,,,4598,BOURKE NR HARDWARE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.8146679994157,144.961710000514
45774,,,4599,QUEEN/BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8149649990048,144.960684000253
45775,,,4601,KING/BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8163849988895,144.955726999576
45776,,,4603,EXHIBITION/LITTLE BOURKE,INT,,,,,,,,OPERATIONAL,,,,,-37.811103999215,144.9701079999
45777,,,4604,RUSSELL/LITTLE BOURKE,INT,,,,,,,,OPERATIONAL,,,,,-37.8118229988295,144.967651999695
45778,,,4606,ELIZABETH/LITTLE BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.81326899891,144.962708000417
45779,,,4540,ST KILDA/LEOPOLD/ARMADALE,INT,,,,,,,,OPERATIONAL,"EVP,PUFFIN,TRAM PRI",,,,-37.8413429987607,144.977405999481
45780,,,4541,ST KILDA/COMMERCIAL,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,TRAM PRI",,,,-37.8448519988759,144.978686000491
45781,,,4542,ST KILDA/MOUBRAY,INT,,,,,,,,OPERATIONAL,"EVP,PUFFIN,TRAM PRI",,,,-37.8477209990539,144.979731999916
45782,,,4543,ST KILDA/HIGH/LORNE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,TRAM PRI",,,,-37.8502189991918,144.980643000114
45783,,,4544,COMMERCIAL NR ALFRED HOSP,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM RSV",,,,-37.8452909988339,144.982031000115
45784,,,4545,TOORAK NR MILLSWYN,POS,,,,,,,,OPERATIONAL,,,,,-37.8375519986877,144.980449000111
45785,,,4547,DOMAIN NR DOMAIN,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8334899995499,144.977481000187
45786,,,4548,DOMAIN/PARK/BIRDWOOD,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8341459995529,144.98252399949
45787,,,4549,ALEXANDRA/LINLITHGOW,INT,,,,,,,,OPERATIONAL,EVP,,,,-37.8216289987091,144.973713000031
45788,,,4552,ALEXANDRA/ANDERSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,,-37.8283469986696,144.984853000114
45789,,,4555,ANDERSON NR ACLAND,POS,,,,,,,,OPERATIONAL,,,,,-37.8332619991524,144.983882999631
45790,,,4560,EXHIBITION/FLINDERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8160099993004,144.972382000207
45791,,,4563,ELIZABETH/FLINDERS,INT,,,,,,,,OPERATIONAL,"BUS PRI,TRAM PRI",,,,-37.8181709993944,144.964969999777
45792,,,4564,QUEEN/FLINDERS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8188959986769,144.962478999776
45793,,,4565,FLINDERS/MARKET,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8193009987202,144.961087999483
45794,,,4566,WILLIAM/FLINDERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,SRLC,TRAM",,,,-37.8196139990753,144.96001699947
45795,,,4568,EXHIBITION/FLINDERS LANE,INT,,,,,,,,OPERATIONAL,,,,,-37.8150219991308,144.971923999642
45796,,,4569,RUSSELL/FLINDERS LANE,INT,,,,,,,,OPERATIONAL,,,,,-37.8157569987892,144.969454000543
45797,,,4570,SWANSTON/FLINDERS LANE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8164849993303,144.966989000336
45798,,,4571,ELIZABETH/FLINDERS LANE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8171979986979,144.9645209998
45799,,,4573,WILLIAM/FLINDERS LANE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8186199987774,144.959559999534
45800,,,4574,KING/FLINDERS LANE,INT,,,,,,,,OPERATIONAL,JUCLP,,,,-37.8193899994567,144.957106000375
45801,,,4503,VICTORIA/LEVESON,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,-37.805291999516,144.950730999635
45802,,,4504,VICTORIA/CHETWYND,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8054579992059,144.952202999998
45803,,,4505,VICTORIA/WILLIAM/HOWARD,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,-37.8056259988217,144.953686000485
45804,,,4506,VICTORIA/PEEL,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC,TRAM PRI",,,,-37.8058789987282,144.955987999866
45805,,,4507,QUEENSBERRY/CHETWYND,INT,,,,,,,,OPERATIONAL,,,,,-37.8033809993505,144.952576000325
45806,,,4508,VICTORIA NR O'CONNELL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8060809993166,144.957835000048
45807,,,4509,FRANKLIN NR QUEEN,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8088669987695,144.958009000362
45808,,,4510,ELIZABETH/THERRY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8071129991836,144.959883999929
45809,,,4511,ELIZABETH/FRANKLIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.808181999081,144.960376000025
45810,,,806,DORSET/LANDSCAPE,INT,,,,,,,,OPERATIONAL,,,,,-37.8455419990344,145.286579000157
